"Level","ProvinceID","Province","MunicipalityID","Municipality","AgeGroup","Male","Female","Total","ScrapedOn"
"Municipality","5","Mpumalanga","5513","MP314 - Emakhazeni","20-29","2133","2563","4696","2026-09-22"
"Municipality","5","Mpumalanga","5513","MP314 - Emakhazeni","30-39","3349","3506","6855","2026-09-22"
"Municipality","5","Mpumalanga","5513","MP314 - Emakhazeni","40-49","3179","2932","6111","2026-09-22"
"Municipality","5","Mpumalanga","5513","MP314 - Emakhazeni","50-59","2228","2297","4525","2026-09-22"
"Municipality","5","Mpumalanga","5513","MP314 - Emakhazeni","60-69","1381","1635","3016","2026-09-22"
"Municipality","5","Mpumalanga","5513","MP314 - Emakhazeni","70-79","607","835","1442","2026-09-22"
"Municipality","5","Mpumalanga","5513","MP314 - Emakhazeni","80+","204","417","621","2026-09-22"
"Municipality","5","Mpumalanga","5514","MP315 - Thembisile Hani","18-19","1234","1879","3113","2026-09-22"
"Municipality","5","Mpumalanga","5514","MP315 - Thembisile Hani","20-29","10995","14278","25273","2026-09-22"
"Municipality","5","Mpumalanga","5514","MP315 - Thembisile Hani","30-39","17381","22001","39382","2026-09-22"
"Municipality","5","Mpumalanga","5514","MP315 - Thembisile Hani","40-49","17161","20263","37424","2026-09-22"
"Municipality","5","Mpumalanga","5514","MP315 - Thembisile Hani","50-59","12967","15924","28891","2026-09-22"
"Municipality","5","Mpumalanga","5514","MP315 - Thembisile Hani","60-69","8436","12054","20490","2026-09-22"
"Municipality","5","Mpumalanga","5514","MP315 - Thembisile Hani","70-79","3958","6673","10631","2026-09-22"
"Municipality","5","Mpumalanga","5514","MP315 - Thembisile Hani","80+","936","2810","3746","2026-09-22"
"Municipality","5","Mpumalanga","5515","MP316 - Dr JS Moroka","18-19","1048","1324","2372","2026-09-22"
"Municipality","5","Mpumalanga","5515","MP316 - Dr JS Moroka","20-29","9511","11273","20784","2026-09-22"
"Municipality","5","Mpumalanga","5515","MP316 - Dr JS Moroka","30-39","13534","16428","29962","2026-09-22"
"Municipality","5","Mpumalanga","5515","MP316 - Dr JS Moroka","40-49","12206","14674","26880","2026-09-22"
"Municipality","5","Mpumalanga","5515","MP316 - Dr JS Moroka","50-59","9536","11708","21244","2026-09-22"
"Municipality","5","Mpumalanga","5515","MP316 - Dr JS Moroka","60-69","7115","9662","16777","2026-09-22"
"Municipality","5","Mpumalanga","5515","MP316 - Dr JS Moroka","70-79","3916","6470","10386","2026-09-22"
"Municipality","5","Mpumalanga","5515","MP316 - Dr JS Moroka","80+","1207","4077","5284","2026-09-22"
"Municipality","5","Mpumalanga","5517","MP321 - Thaba Chweu","18-19","753","934","1687","2026-09-22"
"Municipality","5","Mpumalanga","5517","MP321 - Thaba Chweu","20-29","4619","5017","9636","2026-09-22"
"Municipality","5","Mpumalanga","5517","MP321 - Thaba Chweu","30-39","6328","6898","13226","2026-09-22"
"Municipality","5","Mpumalanga","5517","MP321 - Thaba Chweu","40-49","6667","6624","13291","2026-09-22"
"Municipality","5","Mpumalanga","5517","MP321 - Thaba Chweu","50-59","4925","5017","9942","2026-09-22"
"Municipality","5","Mpumalanga","5517","MP321 - Thaba Chweu","60-69","2754","3170","5924","2026-09-22"
"Municipality","5","Mpumalanga","5517","MP321 - Thaba Chweu","70-79","1143","1643","2786","2026-09-22"
"Municipality","5","Mpumalanga","5517","MP321 - Thaba Chweu","80+","323","772","1095","2026-09-22"
"Municipality","5","Mpumalanga","5520","MP324 - Nkomazi","18-19","3233","3722","6955","2026-09-22"
"Municipality","5","Mpumalanga","5520","MP324 - Nkomazi","20-29","19501","23152","42653","2026-09-22"
"Municipality","5","Mpumalanga","5520","MP324 - Nkomazi","30-39","24430","30746","55176","2026-09-22"
"Municipality","5","Mpumalanga","5520","MP324 - Nkomazi","40-49","18266","23918","42184","2026-09-22"
"Municipality","5","Mpumalanga","5520","MP324 - Nkomazi","50-59","10295","16037","26332","2026-09-22"
"Municipality","5","Mpumalanga","5520","MP324 - Nkomazi","60-69","6743","9515","16258","2026-09-22"
"Municipality","5","Mpumalanga","5520","MP324 - Nkomazi","70-79","3024","4986","8010","2026-09-22"
"Municipality","5","Mpumalanga","5520","MP324 - Nkomazi","80+","1330","3596","4926","2026-09-22"
"Municipality","5","Mpumalanga","7027","MP325 - Bushbuckridge","18-19","5050","5805","10855","2026-09-22"
"Municipality","5","Mpumalanga","7027","MP325 - Bushbuckridge","20-29","25912","30447","56359","2026-09-22"
"Municipality","5","Mpumalanga","7027","MP325 - Bushbuckridge","30-39","31739","42156","73895","2026-09-22"
"Municipality","5","Mpumalanga","7027","MP325 - Bushbuckridge","40-49","25892","36459","62351","2026-09-22"
"Municipality","5","Mpumalanga","7027","MP325 - Bushbuckridge","50-59","16133","25766","41899","2026-09-22"
"Municipality","5","Mpumalanga","7027","MP325 - Bushbuckridge","60-69","9861","16473","26334","2026-09-22"
"Municipality","5","Mpumalanga","7027","MP325 - Bushbuckridge","70-79","4891","8914","13805","2026-09-22"
"Municipality","5","Mpumalanga","7027","MP325 - Bushbuckridge","80+","1818","5906","7724","2026-09-22"
"Municipality","5","Mpumalanga","5524","MP326 - City of Mbombela","18-19","3831","4995","8826","2026-09-22"
"Municipality","5","Mpumalanga","5524","MP326 - City of Mbombela","20-29","28625","35992","64617","2026-09-22"
"Municipality","5","Mpumalanga","5524","MP326 - City of Mbombela","30-39","41175","49511","90686","2026-09-22"
"Municipality","5","Mpumalanga","5524","MP326 - City of Mbombela","40-49","38155","43401","81556","2026-09-22"
"Municipality","5","Mpumalanga","5524","MP326 - City of Mbombela","50-59","25631","31962","57593","2026-09-22"
"Municipality","5","Mpumalanga","5524","MP326 - City of Mbombela","60-69","15311","20158","35469","2026-09-22"
"Municipality","5","Mpumalanga","5524","MP326 - City of Mbombela","70-79","6521","9928","16449","2026-09-22"
"Municipality","5","Mpumalanga","5524","MP326 - City of Mbombela","80+","2354","5152","7506","2026-09-22"
"Province","8","North West","","","18-19","26432","31440","57872","2026-09-22"
"Province","8","North West","","","20-29","150987","172630","323617","2026-09-22"
"Province","8","North West","","","30-39","197150","218765","415915","2026-09-22"
"Province","8","North West","","","40-49","206904","205049","411953","2026-09-22"
"Province","8","North West","","","50-59","153647","161308","314955","2026-09-22"
"Province","8","North West","","","60-69","101934","123199","225133","2026-09-22"
"Province","8","North West","","","70-79","44044","67068","111112","2026-09-22"
"Province","8","North West","","","80+","14370","32102","46472","2026-09-22"
"Municipality","8","North West","8802","NW371 - Moretele","18-19","1702","1905","3607","2026-09-22"
"Municipality","8","North West","8802","NW371 - Moretele","20-29","8254","9197","17451","2026-09-22"
"Municipality","8","North West","8802","NW371 - Moretele","30-39","10005","12446","22451","2026-09-22"
"Municipality","8","North West","8802","NW371 - Moretele","40-49","10471","11942","22413","2026-09-22"
"Municipality","8","North West","8802","NW371 - Moretele","50-59","7881","8678","16559","2026-09-22"
"Municipality","8","North West","8802","NW371 - Moretele","60-69","5461","7079","12540","2026-09-22"
"Municipality","8","North West","8802","NW371 - Moretele","70-79","3059","4996","8055","2026-09-22"
"Municipality","8","North West","8802","NW371 - Moretele","80+","1022","2884","3906","2026-09-22"
"Municipality","8","North West","8803","NW372 - Madibeng","18-19","2782","3550","6332","2026-09-22"
"Municipality","8","North West","8803","NW372 - Madibeng","20-29","18567","20574","39141","2026-09-22"
"Municipality","8","North West","8803","NW372 - Madibeng","30-39","26431","29386","55817","2026-09-22"
"Municipality","8","North West","8803","NW372 - Madibeng","40-49","30342","27928","58270","2026-09-22"
"Municipality","8","North West","8803","NW372 - Madibeng","50-59","22203","21616","43819","2026-09-22"
"Municipality","8","North West","8803","NW372 - Madibeng","60-69","14096","15944","30040","2026-09-22"
"Municipality","8","North West","8803","NW372 - Madibeng","70-79","6534","8814","15348","2026-09-22"
"Municipality","8","North West","8803","NW372 - Madibeng","80+","1907","3778","5685","2026-09-22"
"Municipality","8","North West","8804","NW373 - Rustenburg","18-19","3957","4588","8545","2026-09-22"
"Municipality","8","North West","8804","NW373 - Rustenburg","20-29","23772","25339","49111","2026-09-22"
"Municipality","8","North West","8804","NW373 - Rustenburg","30-39","41910","38094","80004","2026-09-22"
"Municipality","8","North West","8804","NW373 - Rustenburg","40-49","47419","33865","81284","2026-09-22"
"Municipality","8","North West","8804","NW373 - Rustenburg","50-59","31662","23983","55645","2026-09-22"
"Municipality","8","North West","8804","NW373 - Rustenburg","60-69","17084","15386","32470","2026-09-22"
"Municipality","8","North West","8804","NW373 - Rustenburg","70-79","5521","7107","12628","2026-09-22"
"Municipality","8","North West","8804","NW373 - Rustenburg","80+","1601","3211","4812","2026-09-22"
"Municipality","8","North West","8805","NW374 - Kgetlengrivier","18-19","288","406","694","2026-09-22"
"Municipality","8","North West","8805","NW374 - Kgetlengrivier","20-29","2195","2592","4787","2026-09-22"
"Municipality","8","North West","8805","NW374 - Kgetlengrivier","30-39","2440","2867","5307","2026-09-22"
"Municipality","8","North West","8805","NW374 - Kgetlengrivier","40-49","2448","2506","4954","2026-09-22"
"Municipality","8","North West","8805","NW374 - Kgetlengrivier","50-59","2064","2201","4265","2026-09-22"
"Municipality","8","North West","8805","NW374 - Kgetlengrivier","60-69","1429","1593","3022","2026-09-22"
"Municipality","8","North West","8805","NW374 - Kgetlengrivier","70-79","600","855","1455","2026-09-22"
"Municipality","8","North West","8805","NW374 - Kgetlengrivier","80+","202","380","582","2026-09-22"
"Municipality","8","North West","8806","NW375 - Moses Kotane","18-19","1785","2121","3906","2026-09-22"
"Municipality","8","North West","8806","NW375 - Moses Kotane","20-29","10126","11248","21374","2026-09-22"
"Municipality","8","North West","8806","NW375 - Moses Kotane","30-39","13876","15392","29268","2026-09-22"
"Municipality","8","North West","8806","NW375 - Moses Kotane","40-49","14419","13914","28333","2026-09-22"
"Municipality","8","North West","8806","NW375 - Moses Kotane","50-59","10494","11470","21964","2026-09-22"
"Municipality","8","North West","8806","NW375 - Moses Kotane","60-69","8045","10070","18115","2026-09-22"
"Municipality","8","North West","8806","NW375 - Moses Kotane","70-79","3955","6140","10095","2026-09-22"
"Municipality","8","North West","8806","NW375 - Moses Kotane","80+","1429","3297","4726","2026-09-22"
"Municipality","8","North West","8808","NW381 - Ratlou","18-19","1071","1232","2303","2026-09-22"
"Municipality","8","North West","8808","NW381 - Ratlou","20-29","4860","5624","10484","2026-09-22"
"Municipality","8","North West","8808","NW381 - Ratlou","30-39","5472","6615","12087","2026-09-22"
"Municipality","8","North West","8808","NW381 - Ratlou","40-49","4681","5655","10336","2026-09-22"
"Municipality","8","North West","8808","NW381 - Ratlou","50-59","3488","4439","7927","2026-09-22"
"Municipality","8","North West","8808","NW381 - Ratlou","60-69","2855","4116","6971","2026-09-22"
"Municipality","8","North West","8808","NW381 - Ratlou","70-79","1444","2458","3902","2026-09-22"
"Municipality","8","North West","8808","NW381 - Ratlou","80+","590","1385","1975","2026-09-22"
"Municipality","8","North West","8809","NW382 - Tswaing","18-19","840","895","1735","2026-09-22"
"Municipality","8","North West","8809","NW382 - Tswaing","20-29","4870","5343","10213","2026-09-22"
"Municipality","8","North West","8809","NW382 - Tswaing","30-39","5778","6462","12240","2026-09-22"
"Municipality","8","North West","8809","NW382 - Tswaing","40-49","5433","5946","11379","2026-09-22"
"Municipality","8","North West","8809","NW382 - Tswaing","50-59","3997","4549","8546","2026-09-22"
"Municipality","8","North West","8809","NW382 - Tswaing","60-69","2930","3814","6744","2026-09-22"
"Municipality","8","North West","8809","NW382 - Tswaing","70-79","1348","2051","3399","2026-09-22"
"Municipality","8","North West","8809","NW382 - Tswaing","80+","412","994","1406","2026-09-22"
"Municipality","8","North West","8810","NW383 - Mafikeng","18-19","2015","2595","4610","2026-09-22"
"Municipality","8","North West","8810","NW383 - Mafikeng","20-29","11240","14023","25263","2026-09-22"
"Municipality","8","North West","8810","NW383 - Mafikeng","30-39","14696","17734","32430","2026-09-22"
"Municipality","8","North West","8810","NW383 - Mafikeng","40-49","14383","16744","31127","2026-09-22"
"Municipality","8","North West","8810","NW383 - Mafikeng","50-59","11655","14536","26191","2026-09-22"
"Municipality","8","North West","8810","NW383 - Mafikeng","60-69","7934","10832","18766","2026-09-22"
"Municipality","8","North West","8810","NW383 - Mafikeng","70-79","3127","5240","8367","2026-09-22"
"Municipality","8","North West","8810","NW383 - Mafikeng","80+","1086","2377","3463","2026-09-22"
"Municipality","8","North West","8811","NW384 - Ditsobotla","18-19","1311","1455","2766","2026-09-22"
"Municipality","8","North West","8811","NW384 - Ditsobotla","20-29","6698","7437","14135","2026-09-22"
"Municipality","8","North West","8811","NW384 - Ditsobotla","30-39","7824","8856","16680","2026-09-22"
"Municipality","8","North West","8811","NW384 - Ditsobotla","40-49","8396","8882","17278","2026-09-22"
"Municipality","8","North West","8811","NW384 - Ditsobotla","50-59","6386","7159","13545","2026-09-22"
"Municipality","8","North West","8811","NW384 - Ditsobotla","60-69","4282","5354","9636","2026-09-22"
"Municipality","8","North West","8811","NW384 - Ditsobotla","70-79","1743","2807","4550","2026-09-22"
"Municipality","8","North West","8811","NW384 - Ditsobotla","80+","573","1251","1824","2026-09-22"
"Municipality","8","North West","8812","NW385 - Ramotshere Moiloa","18-19","1228","1397","2625","2026-09-22"
"Municipality","8","North West","8812","NW385 - Ramotshere Moiloa","20-29","6371","7320","13691","2026-09-22"
"Municipality","8","North West","8812","NW385 - Ramotshere Moiloa","30-39","6962","8427","15389","2026-09-22"
"Municipality","8","North West","8812","NW385 - Ramotshere Moiloa","40-49","6657","8102","14759","2026-09-22"
"Municipality","8","North West","8812","NW385 - Ramotshere Moiloa","50-59","5548","7026","12574","2026-09-22"
"Municipality","8","North West","8812","NW385 - Ramotshere Moiloa","60-69","4318","5750","10068","2026-09-22"
"Municipality","8","North West","8812","NW385 - Ramotshere Moiloa","70-79","2147","3656","5803","2026-09-22"
"Municipality","8","North West","8812","NW385 - Ramotshere Moiloa","80+","803","1913","2716","2026-09-22"
"Municipality","8","North West","8815","NW392 - Naledi","18-19","580","755","1335","2026-09-22"
"Municipality","8","North West","8815","NW392 - Naledi","20-29","3387","3912","7299","2026-09-22"
"Municipality","8","North West","8815","NW392 - Naledi","30-39","3895","4298","8193","2026-09-22"
"Municipality","8","North West","8815","NW392 - Naledi","40-49","3815","4021","7836","2026-09-22"
"Municipality","8","North West","8815","NW392 - Naledi","50-59","2983","3185","6168","2026-09-22"
"Municipality","8","North West","8815","NW392 - Naledi","60-69","1786","2301","4087","2026-09-22"
"Municipality","8","North West","8815","NW392 - Naledi","70-79","755","1199","1954","2026-09-22"
"Municipality","8","North West","8815","NW392 - Naledi","80+","227","515","742","2026-09-22"
"Municipality","8","North West","8816","NW393 - Mamusa","18-19","664","721","1385","2026-09-22"
"Municipality","8","North West","8816","NW393 - Mamusa","20-29","3245","3630","6875","2026-09-22"
"Municipality","8","North West","8816","NW393 - Mamusa","30-39","3491","4053","7544","2026-09-22"
"Municipality","8","North West","8816","NW393 - Mamusa","40-49","3267","3743","7010","2026-09-22"
"Municipality","8","North West","8816","NW393 - Mamusa","50-59","2343","2532","4875","2026-09-22"
"Municipality","8","North West","8816","NW393 - Mamusa","60-69","1561","2023","3584","2026-09-22"
"Municipality","8","North West","8816","NW393 - Mamusa","70-79","644","998","1642","2026-09-22"
"Municipality","8","North West","8816","NW393 - Mamusa","80+","212","440","652","2026-09-22"
"Municipality","8","North West","8817","NW394 - Greater Taung","18-19","1490","1794","3284","2026-09-22"
"Municipality","8","North West","8817","NW394 - Greater Taung","20-29","8274","9739","18013","2026-09-22"
"Municipality","8","North West","8817","NW394 - Greater Taung","30-39","9493","11778","21271","2026-09-22"
"Municipality","8","North West","8817","NW394 - Greater Taung","40-49","8808","10496","19304","2026-09-22"
"Municipality","8","North West","8817","NW394 - Greater Taung","50-59","6410","8143","14553","2026-09-22"
"Municipality","8","North West","8817","NW394 - Greater Taung","60-69","5456","7335","12791","2026-09-22"
"Municipality","8","North West","8817","NW394 - Greater Taung","70-79","2643","4493","7136","2026-09-22"
"Municipality","8","North West","8817","NW394 - Greater Taung","80+","871","2435","3306","2026-09-22"
"Municipality","8","North West","8819","NW396 - Lekwa-Teemane","18-19","413","509","922","2026-09-22"
"Municipality","8","North West","8819","NW396 - Lekwa-Teemane","20-29","2820","3116","5936","2026-09-22"
